User,arroba,hora de publicación,publicación
AraπCé V🎗️#freeAssangeNow 💚🇵🇸🕊️🙏,@acardnasv,12:56,"""#ClaudiaPresidentaDeMéxico2024 #NahleGobernadora #EleccionesMéxico2024 #VotaMéxico2024"""
ricardoperez4T,@ricardoperez4T,12:56,"""Mi Voto y mi confianza es por @Claudiashein A seguir con la Transformación. #PlanC_YaEstáEnMarcha #ClaudiaPresidentaDeMéxico2024 #Morena"""
Jesus Alanis,@Jealhe68Jesus,12:56,"""Por un futuro mejor!! #ClaudiaPresidentaDeMéxico2024"""
Alejandra GO,@alejandra_go1,12:56,"""En respuesta a @Xochitl2024 #ClaudiaPresidentaDeMéxico2024"""
Edgar Morales 🇲🇽 💛💚💜🤍💙🇵🇸,@bonymorales,12:54,"""Ya votamos TODO MORENA ❗ La Dra. @Claudiashein será la nueva presidenta de México. Por Monclova será la Lic. Claudia Garza del Toro. #ClaudiaArrasará #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024"""
albertito.cv,@don_cv,12:54,"""#TodoMorena listos para ganar #ClaudiaPresidentaDeMéxico2024 #AGS"""
j. gonzález baum,@jgonzalezbaum,12:54,"""Se logró 👊🏻 🗳️ #ClaudiaPresidentaDeMéxico2024 #PlanC_YaEstáEnMarcha"""
trest,@trest_heav,12:53,"""#ClaudiaPresidentaDeMéxico2024"""
Gerardo Hernández,@Gerardo47888452,12:53,"""En respuesta a @Xochitl2024 Si la he escuchado, se las dice mucho el presidente Obrador a la poposicion, #ClaudiaPresidentaDeMéxico2024"""
Alejandra Leticia Longati,@Alejand75039437,12:52,"""En respuesta a @LaloUrbanoM y @XochitlGalvez Plan C en marcha ánimo que si se puede #ClaudiaPresidentaDeMéxico2024"""
chairo.hdz,@memohdzg,12:52,"""Ya está!!👊 #ClaudiaPresidentaDeMéxico2024 #PlanC_YaEstáEnMarcha"""
Angel Pláscencia,@angel_plasMart,12:51,"""Listo, he ejercido mi derecho a voto ❤️ #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #PresidenciaDeLaRepública"""
adrygastro@gmail.com,@AdrianaDonaxi07,12:50,"""Voten #ClaudiaPresidentaDeMéxico2024"""
O.C.L.,@CALO_777,12:50,"""En respuesta a @ryo_hermoso Listo mi querida croquetera New Lion presenta por #ClaudiaPresidentaDeMéxico2024"""
Chuneva,@Chuneva_,12:49,"""Viva México 🇲🇽 #ClaudiaPresidentaDeMéxico2024 #ClaudiaYaEresPresidenta @Claudiashein"""
Marieli Urbano,@MarieliUrbano,12:43,"""Gracias Andrés Manuel, amor con amor se paga. #PlanCYaEstaEnMarcha #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024 #ClaudiaYaEresPresidenta"""
Lecarnnice el rompe pelotasFachas,@HectorL96447371,12:43,"""Listo va por ti @lopezobrador_ muchas gracias por haber abierto las puertas a la democracia y cerrar las cloacas del PRIAN @Claudiashein confío en ti. #ClaudiaPresidentaDeMéxico2024"""
JLorenzana,@JLorenzana8,12:39,"""Listo!!!! #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #PlanCYaEstaEnMarcha #VotaTodoMorena"""
fer ³⁰ 🪐👜,@fer_fuckerbratz,12:33,"""Que felicidad me da poder contribuir algo al movimiento transformador. Seguiremos avanzando por el bien de todos. La respuesta es #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024"""
Gabriela Sandoval,@damiana00,12:30,"""#ClaudiaPresidentaDeMéxico2024 #PlanC_YaEstáEnMarcha"""
lili katzerock,@katzerock,12:24,"""#ClaudiaPresidentaDeMéxico2024 #Votatodomorena"""
Dui,@el_dui,12:23,"""Mi voto como mi corazón, a la izquierda. @Claudiashein @ClaraBrugadaM #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024"""
Yair,@itsmeyair19,12:21,"""Voten amigos #ClaudiaPresidentaDeMéxico2024 #vota #PresidenciaDeLaRepública"""
Víctor Aramburu💪🏾 ☭🇵🇸,@varamburucano,12:16,"""Lo que se ve, no se pregunta. @Claudiashein @ClaraBrugadaM @PartidoMorenaMx @MorenaCiudadMex #EleccionesMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024"""
Julián GR,@Ventideldia,12:15,"""Que siga la transformación. #ClaudiaPresidentaDeMéxico2024 #esunhonorestarconobrador #QueSigaLaTransfrormación"""
Luisito Rey,@LuisEchavarri0,12:14,"""Por el bien de todos sigamos haciendo historia #ClaudiaPresidentaDeMéxico2024 @Claudiashein"""
Alfredo Garay,@alfredo_ga2453,12:11,"""En respuesta a @AngMariscal4T #ClaudiaPresidentaDeMéxico2024"""
Alex Trejo,@AlexTre11548607,12:05,"""Todo mi apoyo a la Doctora #ClaudiaPresidentaDeMéxico2024 🫧El príncipe de hielo 👑❄"""
@Primosaurio2,,12:02,"""@Claudiashein cumplí con mi deber cívico como Mexicano, hoy rectifico no al clasismo, racismo y discriminación. #ClaudiaArrasará #ClaudiaPresidentaDeMéxico2024"""
Paola Migoya,@PMigoya,12:45,"""Misión Cumplida #ClaudiaPresidentaDeMéxico2024 #ArmentaGobernador @Claudiashein @armentapuebla_ Por Amor a México !!! Sonrían vamos a ganar"""
👩🏻‍🎤💚💚💚 🐍Viridiana🐍,@vpvertti,12:42,"""#ClaudiaPresidentaDeMéxico2024 #LaRutaEsClara #PlanC_YaEstáEnMarcha #EsUnHonorEstarConObrador"""
El Amputazurdos 🪓,@androrush,12:00,"""¿Qué más puedo decir que no haya dicho ya el jefe Diego? Ni un voto a las ratas de Morena. #EleccionesMéxico2024 #VotaMéxico2024 Casilla #XochitlGálvezPresidenta24"""
Cruzando el Rubicón,@CruzandoR,12:59,"""Ya estamos haciendo la lucha en las #EleccionesMéxico2024 Un voto hoy es un voto por un México nacionalista y anti-globalista en 2030! @EVerastegui"""
Yeong Min,@Eun_Yeong_Min,12:59,"""#EleccionesMéxico2024 @Claudiashein 💕"""
Dan Cantu,@danc749,12:59,"""Se logró a pesar de la falta de organización del #INEMéxico en las casillas de Querétaro #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
☆ R ★,@PincheRodriGoe,12:59,"""Echándome el país al hombro con #Xochitl. No podía saberse. #EleccionesMéxico2024"""
neto gaxiola🇲🇽,@ernestofransis1,12:59,"""Es un honor sacar a obrador 🤞🏼 #EleccionesMexico2024"""
Yiyi,@Yiyis_s,12:58,"""Por más derechos e igualdad a los que menos tienen, por qué tengamos más derechos laborales y de vivienda. Por menos desigualdad, Por más humanismo. #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
Adrian Sanchez 🇲🇽,@proadrianagora,12:58,"""6 de 6 como debe ser #AmorConAmorSePaga #EsClaudiaPresidentaDeMéxico #EsUnHonorEstarConObrador #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024"""
Vania Pérez Guerrero,@Vaniapg,12:58,"""Hoy a 6 años del no nos vayas a fallar, te digo, que no nos fallaste Presidente, hoy nos pediste respaldar el Plan C para reformar al poder Judicial, y aquí te respaldo con mi voto. Claudia y Rocío, es tiempo de mujeres, vamos con todo mis estimadas! #EleccionesMéxico2024"""
Flashito Helldiver 🪖🔫💥🏃🏻‍♂️⚡️,@yosoyflashito,12:56,"""Por otro sexenio mandando derechito a chingar a su madre al PRIAN, votemos 🤝🏻🙂‍↕️ #EleccionesMéxico2024"""
tequila myers,@RavenYoom,12:55,"""Hoy son las elecciones en México y me enorgullece decir que no voté por la ultraderecha conservadora homofóbica, solo espero que Claudia no sea parte de la lista de decepciones de este país y que pueda distinguirse como nuestro presidente actual #EleccionesMéxico2024"""
Miguel Su Or,@MiguelSuOr,12:55,"""#XóchitlGálvezPresidenta #EleccionesMéxico2024 @LauraBarreraF"""
Fer Hernández,@FreskoRefresco,12:55,"""#EleccionesMexico2024 #XóchitlGálvezPresidenta"""
