User,arroba,hora de publicación,publicación
Carlos Torres,@CarlosTorresF_,5m,"""¡Vida, verdad, libertad! 🩷🤍🩷 #YoVotéPorXóchitl"""
Oscar Hernández,@Real_Oscarinn,1h,"""Me encanta el interés que veo en la gente por salir y votar… misión cumplida #yovotéporxóchitl"""
Mireya Toto Gtz,@mitoguti,7m,"""Cuando no te quieren ni en ti casilla ni en todo #Veracruz #JarochosConPepe #YoVotéPorXochitl #YoVotéPorPepe"""
Sofia Flores P,@SofiaFloPa,11m,"""#YoVotéPorXóchitl bueno yo YA voté por Xóchitl!! 🇲🇽 @XochitlGalvez @Xochitl2024 #YaGanóXóchitl 🩷🩷"""
Max Kaiser,@MaxKaiser75,1h,"""YO VOTÉ POR LA VIDA, LA VERDAD Y LA LIBERTAD VOTÉ POR MÉXICO 👊🏻 #YoVotéPorXóchitl"""
O_R_L_CH 🌊❤️🌙,@ORLCH730513,9m,"""Misión cumplida. #YoVotéPorXóchitl"""
Ana María García 🇲🇽,@AnaMaGa_Ga,28m,"""¡Cuéntenle bien! 🤞🗳️ Ejercí mi derecho a decidir el México que quiero, vida, verdad y libertad. #YoVotéPorXóchitl #XóchitlGálvezPresidentaDeMéxico"""
Francisco Sánchez C. 🇲🇽,@PacoSanchezCerv,14m,"""La democracia permite la libre elección de un proyecto de gobierno, respetar a quien piensa diferente e incluir a todas las voces en la vida pública. Por un #México con democracia plena, salgamos a votar! #EleccionesMéxico2024 #XochitlGálvezPresidenta24 #yovotéporxóchitl"""
Gabriel Gonzalez,@propuestamcd,5m,"""Pues listo #YoVotéPorXochitl #XochitlGálvezPresidenta24"""
José Carranza,@elwerocarranza,2h,"""A votar para botarlos!!! #YoVotePorXochitl"""
Monset🌻💅🏼👠💥,@FerMond20,8m,"""Replying to @marcesgar and @XochitlGalvez #YoVotéPorXóchitl"""
Տᑌ MALVADA ᗰᗩᒎᗴՏ丅ᗩᗪ ᒪᗩ ᗷᗝᗩ 👑🐍,@JeSuisLaBOA,57s,"""Después de 5 horas, se logró. ¡Ánimo México, así se vota en Dinamarca! #YoVotéPorXóchitl"""
Manuel Peñaloza M,@ManuelPenalozaM,15m,"""#yovotéporxóchitl 💙"""
Edgar Agui,@epagui73,1h,"""Música para mis oídos asi reciben en casilla al candidato de Morena al Gobierno del Estado de Puebla #LaloGobernador #YoVotePorXóchitl"""
ɱιɠυҽʅ αɳɠҽʅ ƚҽʝҽԃα,@miketejeda,19m,"""#yovotéporxóchitl 5 de 5 PAN"""
Adriana Romero ™,@pazzopony,34m,"""Me encantó ver muchísima gente votando. Nunca había visto colas tan largas. Felicidades a la gente de mi casilla donde están trabajando muy organizados y súper rápidos. Saludos desde León, Gto. #YoVotéPorXochitl #XochitlGálvezPresidenta24"""
J. C. Mora,@Castro_geo2020,38m,"""Vida, verdad y Libertad, VOTE POR MÉXICO, Xóchitl y Taboada #cdmx 👊 #YoVotéPorXóchitl"""
Livier 🍀🌷🏳️,@LivierFR,4h,"""He cumplido mi obligación ciudadana. ♥️🇲🇽♥️🗳️🕊️ #XóchitlGálvezPresidenta24 #YoVotéPorXóchitl"""
Queen Vero,@verovarita,7s,"""Pues ya estuvo #yovoteporxochitl #XochitlGálvezPresidenta24 #XochitlGálvezPresidenta"""
rosy rivera campa,@rosyriveracampa,49s,"""#yovotéporxóchitl"""
Cherry 💖✖️💖🍒,@Cherry64494351,1m,"""Replying to @palito35 Felicidades, amigo!! Así se hace. Con mucho amor a nuestro México. Ya fuimos desde tempranito. #YoVotéPorXóchitl"""
cinthia torres,@swetsaumerio,1m,"""Replying to @MaxKaiser75 @INEMexico @xochilove_rs @XochitlGalvez #YoVotéPorXóchitl"""
Bruce...,@BGarceau32,2m,"""Es mi país, esta es mi tierra y casa... #YoVotéPorXóchitl"""
Lucia Franco,@franco_lucia,2m,"""Con toda la libertad y porque quiero un México mejor #yovotéporxóchitl"""
🇲🇽 Mariano Martinez 🇺🇲,@Mariano_MF1,3m,"""#YoVotéPorXóchitl #XochitlGálvezPresidenta24"""
💕💕💕💕 La señora del 🩱 ROSA 💕💕💕💕,@LaReynadeTula,4m,"""Por un México sin mugrena!!! #YoVotéPorXóchitl"""
YorchYoSoyElINAI,@ljpuig,6m,"""#YoVotePorXochitl #XochitlGálvezPresidenta"""
HECTOR,@pollito9904,6m,"""#yovotéporxóchitl AMLO de parte mía ya te puedes ir a CHTPM"""
memo marg,@memoso28,7m,"""Replying to @MaxKaiser75 #YoVotéPorXochitl"""
Jahir De La Luz,@JahirPastor,8m,"""Ejerciendo mi derecho al voto 🗳️☀️#yovotéporxóchitl"""
Adrian S,@Mr_Adrn,8m,"""#YoVotarePorXóchitl #YoVotéPorXochitl #XochitlGálvezPresidenta"""
ElSinFiltros,@filtros_el,11m,"""#yovotéporxóchitl y sentí muy bonito"""
Javier 🇲🇽,@PacoGol00,11m,"""#yovotéporxóchitl"""
Ricardo M. A. Estrada Ramírez,@ricestrada,3min,"""¿Ya ganó #XochitlGálvezPresidenta24 ? Para no seguir con el Jesús en la boca. #EleccionesMéxico2024 #VotarEstáDeModa #ElecciónPresidencial"""
LUCIRBDF,@LUCIRBDF,4min,"""Así como lo dije hace unos días y aquí lo constato. Mi voto para: VER💛NICA JUÁREZ PIÑA CYNTHI❤️ LÓPEZ CASTRO SENADO @juarezveromex 💛 #RebeldeConCausa"""
Javiishito,@javier0344,7min,"""Se votó por @Claudiashein #EleccionesMéxico2024 #ElecciónPresidencial 👍🏼 ya ganamos México 🇲🇽"""
Miguel_Mata,@MiguelMataSLP,26min,"""Hoy Todo Morena se va a la Sheingada. Vamos México con Xóchitl. #EleccionesMéxico2024 #YoVotéPorXóchitl #ElecciónPresidencial"""
Javier 🇲🇽,@PacoGol00,30min,"""Pura gente de la Sra. Chóchil alv #EleccionesMéxico2024 #MexicoConXochitl #MexicoDespierta #ElecciónPresidencial #MexicoVaConX"""
José PP,@JoseLop61267768,39min,"""Mi cámara del celular falló pero así tal cual mis boletas para apoyar el #PlanC_YaEstáEnMarcha . ¡Unas horas más y a celebrar! 😁 #EleccionesMéxico2024 #ElecciónPresidencial #ClaudiaPresidentaDeMéxico #AMLOelMejorPresidenteDelMundo"""
Dino Madrid 🔻,@dinomadridmx,3h,"""El voto es secreto, pero antes que todo es libre, así que yo lo hago público. Así voté en la 0891 de Pachuca: Claudia, Simey, Cuauhtémoc, Ricardo, Andrés y Jorge. ¡5 de 5! ¡Todo morena! 🗳️"""
Ginés Sanchez ♋,@ginesacapulco,49min,"""Hoy, domingo 2 / Junio / 2024, tuve  la oportunidad y el honor de hacer PATRIA 💚 🤍 ❤ #EleccionesMéxico2024 #ElecciónPresidencial"""
El 001,@2g_oscar,58min,"""Recuerden, morena solo la que me cuelga. #EleccionesMéxico2024 #ElecciónPresidencial #XochitlGálvezPresidenta24"""
Sam Hernández F.,@samuelhf,59min,"""#EleccionesMéxico2024 #ElecciónPresidencial #ClaudiaPresidentaDeMéxico #AmloEsLaFuerzaDelAmor #XochitlYaChingoSuMadre #XochitlYaPerdió . Mexicanos al grito de guerra, que siga la 4ta transformación."""
Juan Medina,@doctorjuanito,1h,"""Que siga la transformación. ❤️ #ChairoHastaLasChanclas. #EleccionesMéxico2024 #VotaMexico #EleccionPresidencial #Queretaro @Claudiashein @SNietoCastillo"""
YOLLOXAN,@XANTILTI,1h,"""Nikan tochantzinco ope keh las 8:20am neh o ni tlamahchoti las 9:32am nocni #amlo Miek toc nitzitzihua kate. #SanBernardinochalchihuapan #chalchihuapan #ocoyucan #PUEBLA #nahuatl @Cuauhtemoc_1521 #EleccionesMéxico2024 #ElecciónPresidencial #EleccionesMéxico24"""
𝕷𝖚𝖎𝖘 𝕺𝖈𝖙𝖆𝖛𝖎𝖔.© 🇲🇽 🦏,@octaviorobles,1h,"""#EleccionesMéxico2024 #ElecciónPresidencial #JornadaElectoral @Claudiashein Presidenta"""
Nutrias al poder,@NutriarcadoYa,1h,"""Las nutrias ejercimos el único voto cruzado útil. @Claudiashein @ClaraBrugadaM @LourdesPaz24 @PTnacionalMX #EleccionesMéxico2024 #ElecciónPresidencial #XochitlGálvezPresidenta (No🤣) #VotaMéxico2024"""
Gerardo Ochoa-Vargas, MD,@Gerardo8aV,"""1h,#ElecciónPresidencial #XóchitlGálvezPresidenta #VotaMéxico2024 #EleccionesMéxico2024 y sobre todo #QueChingueSuMadreElCártelMorena"""
Huitanot Soir 🇲🇽🇷🇺🇵🇸🇨🇳🇨🇺🇸🇩,@tonatiuh72,1min,"""#ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"""
Cristina Rodríguez,@Cra119,1min,"""Vamos por el segundo piso de la 4T. #ClaudiaPresidentaDeMéxico2024 #ClaudiaPresidentaDeMéxico #ClaudiaPresidenta #PlanC"""
тео Palm ⚜️,@Theopalma,1min,"""Listo desde Valladolid, Yucatán. 🗳️🇲🇽 #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
Allech Barron,@allechbrr,2min,"""#ClaudiaPresidentaDeMéxico2024 ¡Con mi voto te digo GRACIAS, AMLO! Gracias por poner el nombre de México en alto, regresarnos la Dignidad y por darnos Bienestar Económico. Te cedemos la confianza @Claudiashein por prometer y seguir el legado de AMLO y de la Cuarta"""
AraπCé V🎗️#freeAssangeNow 💚🇵🇸🕊️🙏,@acardnasv,4min,"""#ClaudiaPresidentaDeMéxico2024 #NahleGobernadora #EleccionesMéxico2024 #VotaMéxico2024"""
ricardoperez4T,@ricardoperez4T,4min,"""Mi Voto y mi confianza es por @Claudiashein A seguir con la Transformación. #PlanC_YaEstáEnMarcha #ClaudiaPresidentaDeMéxico2024 #Morena"""
Jesus Alanis,@Jealhe68Jesus,4min,"""Por un futuro mejor!! #ClaudiaPresidentaDeMéxico2024"""
Alejandra GO,@alejandra_go1,4min,"""En respuesta a @Xochitl2024 #ClaudiaPresidentaDeMéxico2024"""
Edgar Morales 🇲🇽 💛💚💜🤍💙🇵🇸,@bonymorales,6min,"""Ya votamos TODO MORENA ❗ La Dra. @Claudiashein será la nueva presidenta de México. Por Monclova será la Lic. Claudia Garza del Toro. #ClaudiaArrasará #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024"""
albertito.cv,@don_cv,6min,"""#TodoMorena listos para ganar #ClaudiaPresidentaDeMéxico2024 #AGS"""
j. gonzález baum,@jgonzalezbaum,6min,"""Se logró 👊🏻 🗳️ #ClaudiaPresidentaDeMéxico2024 #PlanC_YaEstáEnMarcha"""
trest,@trest_heav,7min,"""#ClaudiaPresidentaDeMéxico2024"""
Gerardo Hernández,@Gerardo47888452,7min,"""En respuesta a @Xochitl2024 Si la he escuchado, se las dice mucho el presidente Obrador a la poposicion, #ClaudiaPresidentaDeMéxico2024"""
Alejandra Leticia Longati,@Alejand75039437,8min,"""En respuesta a @LaloUrbanoM y @XochitlGalvez Plan C en marcha ánimo que si se puede #ClaudiaPresidentaDeMéxico2024"""
chairo.hdz,@memohdzg,8min,"""Ya está!!👊 #ClaudiaPresidentaDeMéxico2024 #PlanC_YaEstáEnMarcha"""
Angel Pláscencia,@angel_plasMart,9min,"""Listo, he ejercido mi derecho a voto ❤️ #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #PresidenciaDeLaRepública"""
adrygastro@gmail.com,@AdrianaDonaxi07,10min,"""Voten #ClaudiaPresidentaDeMéxico2024"""
O.C.L.,@CALO_777,10min,"""En respuesta a @ryo_hermoso Listo mi querida croquetera New Lion presenta por #ClaudiaPresidentaDeMéxico2024"""
Chuneva,@Chuneva_,11min,"""Viva México 🇲🇽 #ClaudiaPresidentaDeMéxico2024 #ClaudiaYaEresPresidenta @Claudiashein"""
Marieli Urbano,@MarieliUrbano,17min,"""Gracias Andrés Manuel, amor con amor se paga. #PlanCYaEstaEnMarcha #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024 #ClaudiaYaEresPresidenta"""
Lecarnnice el rompe pelotasFachas,@HectorL96447371,17min,"""Listo va por ti @lopezobrador_ muchas gracias por haber abierto las puertas a la democracia y cerrar las cloacas del PRIAN @Claudiashein confío en ti. #ClaudiaPresidentaDeMéxico2024"""
JLorenzana,@JLorenzana8,21min,"""Listo!!!! #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #PlanCYaEstaEnMarcha #VotaTodoMorena"""
fer ³⁰ 🪐👜,@fer_fuckerbratz,27min,"""Que felicidad me da poder contribuir algo al movimiento transformador. Seguiremos avanzando por el bien de todos. La respuesta es #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024"""
Gabriela Sandoval,@damiana00,30min,"""#ClaudiaPresidentaDeMéxico2024 #PlanC_YaEstáEnMarcha"""
lili katzerock,@katzerock,36min,"""#ClaudiaPresidentaDeMéxico2024 #Votatodomorena"""
Dui,@el_dui,37min,"""Mi voto como mi corazón, a la izquierda. @Claudiashein @ClaraBrugadaM #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024"""
Yair,@itsmeyair19,39min,"""Voten amigos #ClaudiaPresidentaDeMéxico2024 #vota #PresidenciaDeLaRepública"""
Víctor Aramburu💪🏾 ☭🇵🇸,@varamburucano,44min,"""Lo que se ve, no se pregunta. @Claudiashein @ClaraBrugadaM @PartidoMorenaMx @MorenaCiudadMex #EleccionesMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024"""
Julián GR,@Ventideldia,45min,"""Que siga la transformación. #ClaudiaPresidentaDeMéxico2024 #esunhonorestarconobrador #QueSigaLaTransfrormación"""
Luisito Rey,@LuisEchavarri0,46min,"""Por el bien de todos sigamos haciendo historia #ClaudiaPresidentaDeMéxico2024 @Claudiashein"""
Alfredo Garay,@alfredo_ga2453,49min,"""En respuesta a @AngMariscal4T #ClaudiaPresidentaDeMéxico2024"""
Alex Trejo,@AlexTre11548607,55min,"""Todo mi apoyo a la Doctora #ClaudiaPresidentaDeMéxico2024 🫧El príncipe de hielo 👑❄"""
@Primosaurio2,,58min,"""@Claudiashein cumplí con mi deber cívico como Mexicano, hoy rectifico no al clasismo, racismo y discriminación. #ClaudiaArrasará #ClaudiaPresidentaDeMéxico2024"""
Paola Migoya,@PMigoya,1h,"""Misión Cumplida #ClaudiaPresidentaDeMéxico2024 #ArmentaGobernador @Claudiashein @armentapuebla_ Por Amor a México !!! Sonrían vamos a ganar"""
👩🏻‍🎤💚💚💚 🐍Viridiana🐍,@vpvertti,1h,"""#ClaudiaPresidentaDeMéxico2024 #LaRutaEsClara #PlanC_YaEstáEnMarcha #EsUnHonorEstarConObrador"""
El Amputazurdos 🪓,@androrush,1h,"""¿Qué más puedo decir que no haya dicho ya el jefe Diego? Ni un voto a las ratas de Morena. #EleccionesMéxico2024 #VotaMéxico2024 Casilla #XochitlGálvezPresidenta24"""
Cruzando el Rubicón,@CruzandoR,7s,"""Ya estamos haciendo la lucha en las #EleccionesMéxico2024 Un voto hoy es un voto por un México nacionalista y anti-globalista en 2030! @EVerastegui"""
Yeong Min,@Eun_Yeong_Min,10s,"""#EleccionesMéxico2024 @Claudiashein 💕"""
Dan Cantu,@danc749,50s,"""Se logró a pesar de la falta de organización del #INEMéxico en las casillas de Querétaro #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
☆ R ★,@PincheRodriGoe,1min,"""Echándome el país al hombro con #Xochitl. No podía saberse. #EleccionesMéxico2024"""
neto gaxiola🇲🇽,@ernestofransis1,1min,"""Es un honor sacar a obrador 🤞🏼 #EleccionesMexico2024"""
Yiyi,@Yiyis_s,2min,"""Por más derechos e igualdad a los que menos tienen, por qué tengamos más derechos laborales y de vivienda. Por menos desigualdad, Por más humanismo. #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
Adrian Sanchez 🇲🇽,@proadrianagora,2min,"""6 de 6 como debe ser #AmorConAmorSePaga #EsClaudiaPresidentaDeMéxico #EsUnHonorEstarConObrador #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024"""
Vania Pérez Guerrero,@Vaniapg,2min,"""Hoy a 6 años del no nos vayas a fallar, te digo, que no nos fallaste Presidente, hoy nos pediste respaldar el Plan C para reformar al poder Judicial, y aquí te respaldo con mi voto. Claudia y Rocío, es tiempo de mujeres, vamos con todo mis estimadas! #EleccionesMéxico2024"""
Flashito Helldiver 🪖🔫💥🏃🏻‍♂️⚡️,@yosoyflashito,4min,"""Por otro sexenio mandando derechito a chingar a su madre al PRIAN, votemos 🤝🏻🙂‍↕️ #EleccionesMéxico2024"""
tequila myers,@RavenYoom,5min,"""Hoy son las elecciones en México y me enorgullece decir que no voté por la ultraderecha conservadora homofóbica, solo espero que Claudia no sea parte de la lista de decepciones de este país y que pueda distinguirse como nuestro presidente actual #EleccionesMéxico2024"""
Miguel Su Or,@MiguelSuOr,5min,"""#XóchitlGálvezPresidenta #EleccionesMéxico2024 @LauraBarreraF"""
Fer Hernández,@FreskoRefresco,5min,"""#EleccionesMexico2024 #XóchitlGálvezPresidenta"""
