num_debate,canal,username,fecha,comentario,num_likes
2,excelsior,PRINGSTONXD,28/04/2024,"ya tengo nuevo sonido de alarma:  ️ DESPIEGTA, DESPIEGTA, DESPIEGTAAA! 1:55:57",29
2,excelsior,SandraSanchez-qn8wk,28/04/2024,El ERROR De XÓCHITL es no tener un PARTIDO  y LANZARSE Con el PAN Y LA PORQUERÍA del PRI,30
2,excelsior,user-xf4dz6ug2x,28/04/2024,"Felicidades claudia yo estoy contigo  y mi familia. Millones de bendiciones te mando en el nombre de nuestro señor Jesucristo animo y adelante tu puedes, porque una persona como tu necesitamos.",27
2,excelsior,user-sf8se5mi2x,28/04/2024,"Mi  punto de vista, solo en el presente  y actual sexenio no hubo gasolinazos y por lo tanto también el gas bajo considerablemente en comparación al sexenio de Peña Nieto",15
2,excelsior,arantzasanchez4870,28/04/2024,"La señora Xóchitl tiene un forma muy hostil y despectiva de hablar, parece que solo está ahí para tener la razón y discutir en vez d ofrecer buenas propuestas, claramente vemos el buen trabajo que hizo como madre con el video viral de su hijo. No se puede tener una presidenta así. Pena ajena  arriba Claudia",12
2,excelsior,nemeciofuentes6525,28/04/2024,Xochitl eres una mentirosa,23
2,excelsior,adrianapachuca4597,28/04/2024,Claudia Sheinbaun  ya Maines queda en 2 lugar y la corrupta Xochitl hasta el sótano,32
2,excelsior,rodriguezmartinez1762,28/04/2024,"Hay Xochil Gálvez cómo siempre nada de propuestas, que tiene que ver la santa muerte en el debate si muchas  personas la adoran.",19
2,excelsior,JesusMartinez-hj9vh,28/04/2024,Xochitl lo mismo de sirmpre nada de propuesta,32
2,excelsior,Dominique_1792,28/04/2024,"Soy de otro pais y es evidente que la de en medio ya conoce las preguntas, ademas lleva ventaja al  responder siempre de segundo le da tiempo planificar o mejorar sus respuestas que ya estan previamente redactadas. No van a obtener resultados diferentes porque es mas de lo mismo. La debilidad del gobierno actual es la seguridad y es evidente que el debate huye a esas preguntas. Ojo que eso es lo mas importante que los dejen de masacrar",0
2,excelsior,angelrafaeli3823,28/04/2024,Que corriente Xochitl. Hay que gobernar con la cabeza más no con coraje e impulso. Pésima,33
2,excelsior,user-cj2wy1fn1x,28/04/2024,Vergüenza debería tener Xochitl Gálvez el prian no es opción,32
2,excelsior,mariavillalobos274,28/04/2024,Pobre Xóchitl todavía sigue con el mismo discurso. No tiene otra cosa que decir. Más que atacar  sorry  por ti pero no vas a ganar más que tu boleto a tu casa,7
2,excelsior,joselyanez6298,28/04/2024,Le siguen robando el tiempo a Claudia y los minutos se le alargan a la botarga,21
2,excelsior,mariavillalobos274,28/04/2024,No te queremos como presidenta entiéndelo  que clase de presidenta serías Xóchitl  que vergüenza contigo,24
2,excelsior,alejandrachaparro6803,28/04/2024,Claudia,16
2,excelsior,arnoldchavez8432,28/04/2024,CLAUDIA PRESIDENTA,23
2,excelsior,lidiapelaez7509,28/04/2024,"La señora X , solo dice tonterías en contra de  la Doctora Claudia Sheinbaum Pardo, solo a eso va a los debates. Ya no le creemos  absolutamente nada a pri, pan y prd.  Claudia próxima presidenta.",9
2,excelsior,user-tw9cc4fn8h,28/04/2024,Yo le pregunto a la doctora Claudia: por qué spiysn tanto a los ancianos y pur otro lado dejan morir a los niños enfermos o incluso matan a los no natos?? Por qué? Gracias.,0
2,excelsior,user-gk1pn1fp3v,28/04/2024,Claudia,9
2,excelsior,ricardoramirez2404,28/04/2024,"Claudia Sheinbaum presidenta viva la 4 T, viva México",40
2,excelsior,eugenioreyes2379,28/04/2024,"Para el candidato Mines, no se da cuenta que el precio de la gasolina acá en Estados Unidos está por los cielos.",7
2,excelsior,adelabrigidojuan8908,28/04/2024,Claudia presidenta,20
2,excelsior,GregorioRomeroDeLima-oo2fe,28/04/2024,Xochilpinocha te hablan los yepetos del prian,17
