"num_debate","canal","username","fecha","comentario","num_likes","comentario_editado","Claudia","Maynez","Ninguno","Xóchitl"
"2","unotv","ponchorp7644","28/04/2024","Da pena ajena X Galvez","81","da pena ajena xochitl galvez","","","",""
"2","unotv","juliogonzaleztello","28/04/2024","Es obvio que Xochitl trae aparato donde le dicen todo el modo de hablar la delata","61","es obvio que xochitl trae aparato donde le dicen todo el modo de hablar la delata","","","",""
"2","unotv","danielanguiano8036","28/04/2024","plan c apoyado por Claudia","32","plan c apoyado por claudia","","","",""
"2","unotv","theking8455","28/04/2024","ME LLAMÓ LA ATENCIÓN LA PROPUESTA DE XOCHITL DE QUITAR EL ISR A QUIENES GANEN MENOS DE $15000 AL MES  PERO ¿CÓMO PLANEAN PAGAR LOS PROGRAMAS SOCIALES Y PROYECTOS SI CONSTITUYEN EL 70%?","43","me llamó la atención la propuesta de xochitl de quitar el isr a quienes ganen menos de$15000 al mes pero¿cómo planean pagar los programas sociales y proyectos si constituyen el 70%?","","","",""
"2","unotv","mtcv8083","28/04/2024","Mientras las comadres se pelean, el único que veo dando propuestas y respondiendo preguntas es a Maynez, yo pensaba votar por Morena, porque en comparación a otros sexenios, estamos mejor, pero sinceramente la mentira del precio de la gasolina y el basar sólo la economía y el desarrollo en los hidrocarburos me hace desconfiar, además del hecho de que que no de respuestas claras. Me gusta la visión mas congruente y a futuro de Maynez, el pensar en el cuidado ambiental y energias limpias que a todos les vale mother... Y si no votamos ni por Chana ni Juana?","28","mientras las comadres se pelean,el único que veo dando propuestas y respondiendo preguntas es a maynez,yo pensaba votar por morena,porque en comparación a otros sexenios,estamos mejor,pero sinceramente la mentira del precio de la gasolina y el basar sólo la economía y el desarrollo en los hidrocarburos me hace desconfiar,además del hecho de que que no de respuestas claras.me gusta la visión más congruente y a futuro de maynez,el pensar en el cuidado ambiental y energias limpias que a todos les vale mother...y si no votamos ni por chana ni juana?","","","",""
"2","unotv","HallidayASR","28/04/2024","Definitivamente voy con Maynez","51","definitivamente voy con maynez","","","",""
"2","unotv","edithgarcia4713","28/04/2024","Esa X Gálvez parece un chiste, un pésimo chiste y una broma de muy mal gusto","119","esa xochitl galvez parece un chiste,un pésimo chiste y una broma de muy mal gusto","","","",""
"2","unotv","efrainaguilard5878","28/04/2024","No mientan, la gasolina no a bajado al contrario subió demasiado en Q.Roo cuesta $ 25.79 la magna es el de menor precio.","13","no mientan,la gasolina no a bajado al contrario subió demasiado en que.roo cuesta$25.79 la magna es el de menor precio.","","","",""
"2","unotv","Bubu_Gamer05","28/04/2024","La chochil nadamás fue a hacer el ridículo de nuevo, en vez de mostrar proyectos y planes para el futuro de México fue a decirle lo mismo de lo mismo a Claudia, queda claro que lejos de ver por el país solo quiere vengarse de las humillaciones que ah recibido por causa de su corrupción y de su ineptitud para el cargo","22","la xochitl nadamás fue a hacer el ridículo de nuevo,en vez de mostrar proyectos y planes para el futuro de méxico fue a decirle lo mismo de lo mismo a claudia,queda claro que lejos de ver por el país solo quiere vengarse de las humillaciones que ah recibido por causa de su corrupción y de su ineptitud para el cargo","","","",""
"2","unotv","MarthaRamirez-vi6ge","28/04/2024","Maynez y los gobernadores de Monterrey y Jalisco no tienen ningún logro. El presidente fue el que terminó las obras de los trajes y el agua en esos estados.","44","maynez y los gobernadores de monterrey y jalisco no tienen ningún logro.el presidente fue el que terminó las obras de los trajes y el agua en esos estados.","","","",""
"2","unotv","user-lt5od1pm7o","28/04/2024","Ala oposición les duele demasiado que con este sexenio están dando el dinero al pueblo  .....y no se van a sus bolsillos vancarios","45","a la oposición les duele demasiado que con este sexenio están dando el dinero al pueblo.....y no se van a sus bolsillos vancarios","","","",""
"2","unotv","Villianforxh","28/04/2024","Gálvez no fue a debatir,fue a tirarle hate a claudia","22","galvez no fue a debatir,fue a tirarle odio a claudia","","","",""
"2","unotv","Somek-one","28/04/2024","En pocas palabras Xochitl, es la definición de vergüenza envidia rencor manipulación y  de muchas mas jajaja se veia bien mal la neta","54","en pocas palabras xochitl,es la definición de vergüenza envidia rencor manipulación y de muchas más jajaja se veía bien mal la neta","","","",""
"2","unotv","JoshTrue-xt9bf","28/04/2024","Claro que xochitl fue mas xochitl..... Mas lavandera de barrio y cero propuestas realistas","54","claro que xochitl fue más xochitl.....más lavandera de barrio y cero propuestas realistas","","","",""
"2","unotv","marijozroldan6186","28/04/2024","Eso de quitar impuestos a quien gane menos de 15mil se me hace una oportunidad a todos los corruptos para condonar impuestos","23","eso de quitar impuestos a quien gane menos de 15mil se me hace una oportunidad a todos los corruptos para condonar impuestos","","","",""
"2","unotv","lorenaguadalupegarcia6367","28/04/2024","la gasolina ya aumentoo en meses lo que no subio en añoos","9","la gasolina ya aumentoo en meses lo que no subio en añoos","","","",""
"2","unotv","hectordanielalmarazruiz2626","28/04/2024","Claudia bastante fuerte, Maynes presente, pero  Xochil le falta leer Maquiavelo","33","claudia bastante fuerte,maynez presente,pero xochitl le falta leer maquiavelo","","","",""
"2","unotv","lorenzolopez1835","28/04/2024","Por qué le quitaron el audio a maynez se pasan de lanza esto es corrupción en lo absoluto","11","por qué le quitaron el audio a maynez se pasan de lanza esto es corrupción en lo absoluto","","","",""
"2","unotv","jeikotrodriguez","28/04/2024","Me gustaría q este msj si llegara alos candidatos y q si cumplan c apoyado por Claudiaon algo y q a todas las personas q estén con una discapacidad los apoyen más y q en los hospitales del imss no les nieguen el papel para poder anotarse al programa y q no les digan alas personas con discapacidad q ellos si pueden trabajar","16","me gustaría que este msj si llegara a lo candidatos y que si cumplan c apoyado por claudiaon algo y que a todas las personas que estén con una discapacidad los apoyen más y que en los hospitales del IMSS no les nieguen el papel para poder anotarse al programa y que no les digan a las personas con discapacidad que ellos si pueden trabajar","","","",""
"2","unotv","natycaudillo4523","28/04/2024","Que pasó ahí con la despedida de Máynez, lo silenciaron y pusieron la voz de la botarga.","23","que pasó ahí con la despedida de maynez,lo silenciaron y pusieron la voz de la botarga.","","","",""
"2","unotv","benitosolis7773","28/04/2024","Candidatos debemos hablar de un problema fuerte que vivimos día a día en todo el territorio méxicano  "" LA INSEGURIDAD""","3","candidatos debemos hablar de un problema fuerte que vivimos día a día en todo el territorio méxicano""la inseguridad""","","","",""
"2","unotv","Rovi-vs4in","28/04/2024","Auch me dolió, pero me duele más un México corrupto.","7","auch me dolió,pero me duele más un méxico corrupto.","","","",""
"2","unotv","BOBADILLAFLORESKARINA","28/04/2024","Para Maynez, la UAM Xochimilco es una escuela donde los estudiantes son libres de pensar y decir a pensamiento crítico y como en todos lados no todos van a ser tan racionales   Pero únicamente por correo institucional fue avisado su visita a nuestra escuela. Pensar que alguien más tiene que mandar a arruinar una conferencia es irracional, así como en el pueblo, en las instituciones también hay a favor y contra.  Al momento la disputa en su visita fue por expresión libre de los compañeros y que triste que al final si parece marketing que no funcionó y ahora es raro que sea culpa de alguien más cuando muy pocos compañeros, estando más enfocados en la escuela, nos enteramos de último momento","11","para maynez,la uam xochitl es una escuela donde los estudiantes son libres de pensar y decir a pensamiento crítico y como en todos lados no todos van a hacer tan racionales pero únicamente por correo institucional fue avisado su visita a nuestra escuela.pensar que alguien más tiene que mandar a arruinar una conferencia es irracional,así como en el pueblo,en las instituciones también hay a favor y contra.al momento la disputa en su visita fue por expresión libre de los compañeros y que triste que al final si parece marketing que no funcionó y ahora es raro que sea culpa de alguien más cuando muy pocos compañeros,estando más enfocados en la escuela,nos enteramos de último momento","","","",""
"2","unotv","refugiosanchez4691","28/04/2024","Fuera el PRIAN","10","fuera el prian representado por xochitl","","","",""
"2","unotv","geovanniruiz1821","28/04/2024","Vamos Claudia","43","vamos claudia","","","",""
"2","unotv","karolholandajimenezm.1802","28/04/2024","La gasolina SI subió. Me hizo desconfiar en la candidata Claudia.","16","la gasolina si subió.me hizo desconfiar en la candidata claudia.","","","",""
"2","unotv","MKBR__10","28/04/2024","Alch el unico que parece un poco lógico es el Maynez","4","alch el unico que parece un poco lógico es el maynez","","","",""
"2","unotv","KevinAlfabica","28/04/2024","Voy con Jorge Maynez, me gustaron sus propuestas y fue el que a mi parecer fue el más conciso, breve y directo a cada pregunta.","10","oye con jorge maynez,me gustaron sus propuestas y fue el que a mi parecer fue el más conciso,breve y directo a cada pregunta.","","","",""
"2","unotv","PalmanGadfer","28/04/2024","MIN.33:55","2","min.33:55","","","",""
"2","unotv","marisolflores3512","28/04/2024","Jajajaja yo creo que Claudia nunca le pone gasolina a su coche,ella si cree que está el litro a $10","10","jajajaja yo creo que claudia nunca le pone gasolina a su coche,ella si creé que está el litro a$10","","","",""
"2","unotv","pedrosolano2392","28/04/2024","Xochil no tiene proyecto real de infraesctructura","6","xochitl no tiene proyecto real de infraesctructura","","","",""
"2","unotv","LuisMartinez-cs9pf","28/04/2024","La Chochil, y Claudia se la pasaron en ataques, el más centrado, ecuánime es Máynez, definitivamente xochitl actúa más por instinto de agredir y no con la cabeza, Claudia creo que no aporto nada nuevo, y Máynez tiene coherencia y más ideas claras.","3","la xochitl,y claudia se la pasaron en ataques,el más centrado,ecuánime es maynez,definitivamente xochitl actúa más por instinto de agredir y no con la cabeza,claudia creo que no aporto nada nuevo,y maynez tiene coherencia y más ideas claras.","","","",""
"2","unotv","silviaperez578","28/04/2024","Xochitl sigue con lo mismo del primer debate, solamente atacar, atacar y atacar, no hay propuestas reales  por parte de ella","12","xochitl sigue con lo mismo del primer debate,solamente atacar,atacar y atacar,no hay propuestas reales por parte de ella","","","",""
"2","unotv","marianaolvera8969","28/04/2024","No que xochil no es militante de ningún partido","13","no que xochitl no es militante de ningún partido","","","",""
"2","unotv","DonChui00","28/04/2024","...","0","...","","","",""
"2","unotv","MasterAttitude96","28/04/2024","Ni a cual irle, debate de risa.","6","ni a cual irle,debate de risa.","","","",""
"2","unotv","slopezemar9405","28/04/2024","Por qué permitieron que xochitl usara chicharo en el debate?  En el minuto 39:55 en la participación de esa señora se ve claramente el cable del chicharo.","8","por qué permitieron que xochitl usara chicharo en el debate?en el minuto 39:55 en la participación de esa señora se ve claramente el cable del chicharo.","","","",""
"2","unotv","carinazarate2033","28/04/2024","Que grosera es Xóchilt, poca educación.","6","que grosera es xochitl,poca educación.","","","",""
"2","unotv","jonathanloerajacobo1084","28/04/2024","xochitl, a dónde vas con esa agua contaminada, en torreon coahuila el agua está igual y está gobernado por tu partido","4","xochitl,a dónde vas con esa agua contaminada,en torreon coahuila el agua está igual y está gobernado por tu partido","","","",""
"2","unotv","camilo1720","28/04/2024","A xochitl le dijieron que el día que pueda pronunciar la erre, le darán la presidencia","9","a xochitl le dijieron que el día que pueda pronunciar la erre,le darán la presidencia","","","",""
"2","unotv","MMCazariN","28/04/2024","Ese Maynez está más preparado que la Cochil.","3","ese maynez está más preparado que la xochitl.","","","",""
"2","unotv","limonferrercuin5179","28/04/2024","Malecho que la señora Xochitl esté muequeando, hablando o enseñando sus gráficas fuera de sus tiempos, que mal que no pongan orden al momento, le gusta decir ""verdades"" pero le duele escuchar aciertos, resultados del actual gobierno y comienza con sus niñerias","4","malecho que la señora xochitl esté muequeando,hablando o enseñando sus gráficas fuera de sus tiempos,que mal que no pongan orden al momento,le gusta decir""verdades""pero le duele escuchar aciertos,resultados del actual gobierno y comienza con sus niñerias","","","",""
"2","unotv","user-wc2vt9ef1g","28/04/2024","Claudia habla de mejorar las pensiones cuando fue  jefa de gobierno mando a los granaderos   a callar a un grupo de adultos mayores de la CDMX cuando estos reclamaban  el retraso de más de un año  en sus pensiones puso a un tipo en el sindicato del único para quitarles más  derechos  a  los trabajadores, de la CDMX es  capaz de todo  con tal de no dañar tu imagen.","2","claudia habla de mejorar las pensiones cuando fue jefa de gobierno mando a los granaderos a callar a un grupo de adultos mayores de la cdmx cuando estos reclamaban el retraso de más de un año en sus pensiones puso a un tipo en el sindicato del único para quitarles más derechos a los trabajadores,de la cdmx es capaz de todo con tal de no dañar tu imagen.","","","",""
"2","unotv","lucianomartinezleyva3845","28/04/2024","Claudia vamos por todo no t preocupes todo Monterrey, Gpe, y yo estamos con morena","32","claudia vamos por todo no t preocupes todo monterrey,gpe,y yo estamos con morena","","","",""
"2","unotv","DaniaReyes-bo2hk","28/04/2024","Yo sin duda voto x xochil el pasado si apoyo el presente solo me ha dejado más pobre a mi y a mi familia x mi marido gana $1500 a la samana x es campecino pero al entrar al la tienda diconsa que según es tienda de gobierno salgo sin nada el maíz casi a 7.50, el aceite 50,el frijol 24,detergente 40,azucar 30, se alza el cueyo qué subió el salario morena pero no dice que subió toda la canasta básica al doble","6","yo sin duda voto por xochitl el pasado si apoyo el presente solo me ha dejado más pobre a mi y a mi familia por mi marido gana$1500 a la samana por es campecino pero al entrar al la tienda diconsa que según es tienda de gobierno salgo sin nada el maíz casi a 7.50,el aceite 50,el frijol 24,detergente 40,azucar 30,se alza el cueyo qué subió el salario morena pero no dice que subió toda la canasta básica al doble","","","",""
"2","unotv","user-gh5uo1ub6z","28/04/2024","Bien le dijo chochil a doriga q no le iba hacer caso a las preguntas de los dirigentes del debate y si lo cumplio gracias doriga por decirle q hacer en el debate poreso se vio tan deplorable y tan fuera de contexto, y  nada de propuestas para el pueblo, bueno ay cheqen mi gente inteligente","4","bien le dijo xochitl a doriga que no le iba hacer caso a las preguntas de los dirigentes del debate y si lo cumplio gracias doriga por decirle que hacer en el debate poreso se vio tan deplorable y tan fuera de contexto,y nada de propuestas para el pueblo,bueno ay cheqen mi gente inteligente","","","",""
"2","unotv","infinit791","28/04/2024","La verdad que flojera me da la botarga, puras mentiras y asta se las cre sola, lastima de tiempo que tiene en el debate, no hay nada de propuestas, solo puras mentiras por qué no Abla de los 70 años que gobernó sus partidos del prian no ayudaron antes menos ahora","5","la verdad que flojera me da la botarga,puras mentiras y hasta se las creé sola,lastima de tiempo que tiene en el debate,no hay nada de propuestas,solo puras mentiras por qué no habla de los 70 años que gobernó sus partidos del prian representado por xochitl no ayudaron antes menos ahora","","","",""
"2","unotv","limonferrercuin5179","28/04/2024","Soy de Jalisco y mentira que en mi estado hubo logros empresariales. Esta estancado Jalisco, nos lleva por mucho ya Monterrey todo por el Alfaro sus inconformidades con el actual gobierno que le cerro las puertas a dar apoyo al Estado","4","soy de jalisco y mentira que en mi estado hubo logros empresariales.esta estancado jalisco,nos lleva por mucho ya monterrey todo por el alfaro sus inconformidades con el actual gobierno que le cerro las puertas a dar apoyo al estado","","","",""
"2","unotv","hectorrizo1645","28/04/2024","la corcholata solo fue a defender al patron,","5","la corcholata solo fue a defender al patron,","","","",""
"2","unotv","-joseantonio-6518","28/04/2024","1:21:30 ggggggggg","1","1:21:30 ggggggggg","","","",""
"2","unotv","albertolorenzo5635","28/04/2024","Las preguntas de los ciudadanos se fueron de sabático cariño","4","las preguntas de los ciudadanos se fueron de sabático cariño","","","",""
"2","unotv","judithpriske2747","28/04/2024","Claudia vuelve a ganar.  Maine’s me sorprendió positivamente xochitl se enfocó a atacar y no a contestar.  Lógico le dictaron a xochitl, se notó que no podía moverse con normalidad.","13","claudia vuelve a ganar.maynez’s me sorprendió positivamente xochitl se enfocó a atacar y no a contestar.lógico le dictaron a xochitl,se notó que no podía moverse con normalidad.","","","",""
"2","unotv","ismaelleal1290","28/04/2024","Hicieron unos chavos  una encuesta aleatoria a la poblacion y  la sorpresa fue que maynez la gano  y maynez  hace mucha campaña con los jovenes  y son aproximadamente 25 millones de jovenes  las  señoras candidatas  se pueden llevar una sorpresa","1","hicieron unos chavos una encuesta aleatoria a la poblacion y la sorpresa fue que maynez la gano y maynez hace mucha campaña con los jovenes y son aproximadamente 25 millones de jovenes las señoras candidatas se pueden llevar una sorpresa","","","",""
"2","unotv","CarlosRios-vs8sr","28/04/2024","POBREANALFABETA LA XOCHITL","3","pobreanalfabeta la xochitl","","","",""
"2","unotv","jeikotrodriguez","28/04/2024","Alguien q pregunte cómo le van hacer para bajar los precios de las verduras como el tomate la cebolla y entre otras e.t.c y también las tortillas ya q en otras ciudades y pueblos llegan a estar muy caros","2","alguien que pregunte cómo le van hacer para bajar los precios de las verduras como el tomate la cebolla y entre otras e.t.c y también las tortillas ya que en otras ciudades y pueblos llegan a estar muy caros","","","",""
"2","unotv","MECHA_GODZILLA-FINO","28/04/2024","ª","0","ª","","","",""
"2","unotv","leonorpasos2934","28/04/2024","La verdad contienda esta entre claudia y maynez la otra solo es un adorno","8","la verdad contienda esta entre claudia y maynez la otra solo es un adorno","","","",""
"2","unotv","THE_YAYO","28/04/2024","2:27:29  Por qué censuran a Maynes !????? !!","7","2:27:29 por qué censuran a maynez!?????!!","","","",""
"2","unotv","manuelbelmont5927","28/04/2024","Jajaja como voy a votar por alguien que llora por una calaca chida?","3","jajaja como voy a votar por alguien que llora por una calaca chida?","","","",""
"2","unotv","alvaroherdez4998","28/04/2024","Al pueblo su circo como le hacían los romanos","4","al pueblo su circo como le hacían los romanos","","","",""
"2","unotv","AliciaGarcia-ue1oe","28/04/2024","Claudia presidenta","37","claudia presidenta","","","",""
"2","unotv","CarlosSanchez-oh2fm","28/04/2024","Mainez miente. En Jalisco hay empleos pero mal pagados y con pocas prestaciones. La gente trabaja porque necesita hacerlo no porque ellos tengan un modelo ejemplar.","1","maynez miente.en jalisco hay empleos pero mal pagados y con pocas prestaciones.la gente trabaja porque necesita hacerlo no porque ellos tengan un modelo ejemplar.","","","",""
"2","unotv","carinazarate2033","28/04/2024","La candidata de las mentiras es Xóchilt.","3","la candidata de las mentiras es xochitl.","","","",""
"2","unotv","JoseTorres-ih6xi","28/04/2024","Esperaba ver propuestas de los 3 candidatos  ,pero nadams existieron 2 candidatos dando sua propuestas ,,,que lamentable por xochitl  que nadmas se la paso atacando en lugar de dar sus propuestas","1","esperaba ver propuestas de los 3 candidatos,pero nadams existieron 2 candidatos dando sus propuestas,,,que lamentable por xochitl que nadmas se la paso atacando en lugar de dar sus propuestas","","","",""
"2","unotv","Suri_0512","28/04/2024","46:10 me quede","3","46:10 me quede","","","",""
"2","unotv","luzelenafrancoruiz4475","28/04/2024","No se por quien votar, pero Claudia es la única que se ve preparada, aunque su partido no me gusta.","8","no se por quien votar,pero claudia es la única que se ve preparada,aunque su partido no me gusta.","","","",""
"2","unotv","eduardomonrroy8446","28/04/2024","No tiren su voto con Maynez o volverá a ganar morena","6","no tiren su voto con maynez o volverá a ganar morena","","","",""
"2","unotv","lourdesguillen4002","28/04/2024","Con Claudia sera lo mismo, de abrazos y no balazos!! Tremendo comentario de este presidente! Esta mujer es una marioneta de el. Y tal vez va a ser peor! Yo en serio estaba superfeliz cuando este hombre gano.  Pero, que decepcion!","7","con claudia sera lo mismo,de abrazos y no balazos!!tremendo comentario de este presidente!esta mujer es una marioneta de el.y tal vez va a hacer peor!yo en serio estaba superfeliz cuando este hombre gano.pero,que decepcion!","","","",""
"2","unotv","daiigh9760","28/04/2024","""¿Pog qué?""","0","""¿pog qué?""","","","",""
"2","unotv","chuy-vh6qi","28/04/2024","Creo que es una falta de respeto y que la dejen sacar cartocitos como el de miente","6","creo que es una falta de respeto y que la dejen sacar cartocitos como el de miente","","","",""
"2","unotv","user-ji7ew1jo7s","28/04/2024","Me gustaría saber algunas cosas de cada partido de lo que no se habla durante el debate  Xochitl Gálvez: porque no hicieron todo lo que hablan en tantos años que duró sus partidos en el gobierno  Claudia sheinbaun: porque el presidente actual decreto una ley donde si mi casa tiene 7 habitaciones y solo vivimos tres personas en ella me veré obligado a donar parte de mi casa a gente desconocida sin cobrarles renta ??  Mainnes : el representante de su partido en Guadalajara dejo a mucha gente sin trabajo en Guadalajara, cuando les quitó sus puestos en la zona centro y cuando pasaba algo en México siempre coincidía con sus viajes al extranjero y eso qun es un misterio","1","me gustaría saber algunas cosas de cada partido de lo que no se habla durante el debate xochitl galvez:porque no hicieron todo lo que hablan en tantos años que duró sus partidos en el gobierno claudia sheinbaum:porque el presidente actual decreto una ley donde si mi casa tiene 7 habitaciones y solo vivimos tres personas en ella me veré obligado a donar parte de mi casa a gente desconocida sin cobrarles renta??maynez:el representante de su partido en guadalajara dejo a mucha gente sin trabajo en guadalajara,cuando les quitó sus puestos en la zona centro y cuando pasaba algo en méxico siempre coincidía con sus viajes al extranjero y eso que es un misterio","","","",""
"2","unotv","mirnabracamonteshernandez6681","28/04/2024","Quisiera saber en que gasolinera donde dice que no ha subidp la gasolina","1","quisiera saber en que gasolinera donde dice que no ha subidp la gasolina","","","",""
"2","unotv","user-if9yr6uw6n","28/04/2024","Prometer no empobrece  Les aviso las empresas pagan los salarios  Lsa pensiones del IMSS de 3,000 mensuales tengo 62 años un chico con autismo de 26 años me dedique a cuidar de mi abuelita y ahora de mi madre con demencia y su esposo enfermo y no puedo trabajar por eso y no recibo ayuda del gobierno porque no cumplo la edad y el dinero que reciben mis viejitos es de ellos y que lo disfruten como quieran  Estos señores no conocen el costo de vida xochitl tu decías que contratáramos seguro de gastos médicos que a ti te costaba 170,000 mensuales y que si nos uniéramos entre varias personas tal vez podríamos contratarlos por 50,000  Claudia el pueblo sufre con la delicuescencia y ustedes voltean a otro lado Maynez vuelvo a decirte prometer no empobrece","0","prometer no empobrece les aviso las empresas pagan los salarios las pensiones del IMSS de 3,000 mensuales tengo 62 años un chico con autismo de 26 años me dedique a cuidar de mi abuelita y ahora de mi madre con demencia y su esposo enfermo y no puedo trabajar por eso y no recibo ayuda del gobierno porque no cumplo la edad y el dinero que reciben mis viejitos es de ellos y que lo disfruten como quieran estos señores no conocen el costo de vida xochitl tu decías que contratáramos seguro de gastos médicos que a ti te costaba 170,000 mensuales y que si nos uniéramos entre varias personas tal vez podríamos contratarlos por 50,000 claudia el pueblo sufre con la delicuescencia y ustedes voltean a otro lado maynez vuelvo a decirte prometer no empobrece","","","",""
"2","unotv","RICAPERRO1","28/04/2024","Cualquiera que gane menos la Xochitl jajaja","2","cualquiera que gane menos la xochitl jajaja","","","",""
"2","unotv","ivanrayon19","28/04/2024","maynez mi respeto al aguantar tanto show!","1","maynez mi respeto al aguantar tanto show!","","","",""
"2","unotv","catalinapriscilianoavilez4464","28/04/2024","Arriba de los sembrando vida gracias al gobierno de México es el mejor programa","0","arriba de los sembrando vida gracias al gobierno de méxico es el mejor programa","","","",""
"2","unotv","evapacheco6136","28/04/2024","A esa mujer Xochitl ya se le olvidó que los del PRI siempre pidieron dinero prestado para cualquier situación que tuviera este hermoso país. La señora de las mentiras y difamadora es ella Xochitl Gálvez","6","a esa mujer xochitl ya se le olvidó que los del pri representado por xochitl siempre pidieron dinero prestado para cualquier situación que tuviera este hermoso país.la señora de las mentiras y difamadora es ella xochitl galvez","","","",""
"2","unotv","jeikotrodriguez","28/04/2024","Pelea mucho la sochil jejeje pues esperemos q el q gane si cumpla todo","7","pelea mucho la xochitl jejeje pues esperemos que el que gane si cumpla todo","","","",""
"2","unotv","EfrainHuenchuman-ej4ib","28/04/2024","Mexicanos escuchen Voten bien y sepan Elegir Bien","1","mexicanos escuchen voten bien y sepan elegir bien","","","",""
"2","unotv","Suri_0512","28/04/2024","34:37 comienza","3","34:37 comienza","","","",""
"2","unotv","susanaalonso789","28/04/2024","Por favor, en el tercer debate, que haya propuestas claras y contundentes, eviten la violencia en todas sus formas. A estas alturas ya sabemos quién es quién!!","0","por favor,en el tercer debate,que haya propuestas claras y contundentes,eviten la violencia en todas sus formas.a estas alturas ya sabemos quién es quién!!","","","",""
"2","unotv","adrianamayorga3475","28/04/2024","En Jalisco está peor con los narcos","3","en jalisco está peor con los narcotraficantes","","","",""
"2","unotv","OTHTDK","28/04/2024","...Ahora entiendo el chisme que se dice que Maynez puede rebasar a Gálvez","0","...ahora entiendo el chisme que se dice que maynez puede rebasar a galvez","","","",""
"2","unotv","teresitacastellanos4919","28/04/2024","Ese lema q primero los pobres fue d Calderón","3","ese lema que primero los pobres fue d calderón","","","",""
"2","unotv","IbukijazAnimerLol","28/04/2024","¿Que pasó en AICM?  me llamo la atención lo que dijo la Xochitl no se a que se refiere.","0","¿que pasó en aicm?me llamo la atención lo que dijo la xochitl no se a que se refiere.","","","",""
"2","unotv","chemonflakes","28/04/2024","puras mentiras todos jajaja","5","puras mentiras todos jajaja","","","",""
"2","unotv","DAVIDGALVEZOLIVERA-kh8xw","28/04/2024","Opino que esta muy bien. En general por que así es un debate respaldar platear ganarse la confianza a la gente. Me acuerdo cuando AMLO atacaba mucho expresamente anteriores y lo sigue haciendo hasta ahora es un sr. Autoritario y repartidor de millones.. fue a  donde a mi rancho hace dos año atrás y propuso construir la hospital general y más adecuado para el municipio y nunca se hizo la gente querían verlo en persona y nunca lo vieron paso en un trocota hasta en la televisión volvieron a verlo y pues eso no se hace como gobierno luego liego se nota que negocia con los nardos y lavado de dinero... en mi municipio nunca esta atendido por el gobierno yo por eso perdí la confianza le regale mi voto por mi pueblo por mexico etc. Pero creo ahora ya es una desepcio","3","opino que esta muy bien.en general por que así es un debate respaldar platear ganarse la confianza a la gente.me acuerdo cuando amlo atacaba mucho expresamente anteriores y lo sigue haciendo hasta ahora es un sr.autoritario y repartidor de millones..fue a donde a mi rancho hace dos año atrás y propuso construir la hospital general y más adecuado para el municipio y nunca se hizo la gente querían verlo en persona y nunca lo vieron paso en un trocota hasta en la televisión volvieron a verlo y pues eso no se hace como gobierno luego liego se nota que negocia con los narcotraficantes y lavado de dinero...en mi municipio nunca esta atendido por el gobierno yo por eso perdí la confianza le regale mi voto por mi pueblo por mexico etc.pero creo ahora ya es una desepcio","","","",""
"2","unotv","almamendoza1208","28/04/2024","que pedo con el 2:27:31 xq no se escucha la conclusión de Maynez? alguien que me diga qué fue lo que evitan que escuchemos?","0","que pedo con el 2:27:31 porque no se escucha la conclusión de maynez?alguien que me diga qué fue lo que evitan que escuchemos?","","","",""
"2","unotv","user-if9yr6uw6n","28/04/2024","Los valores son importantes no puedes poner sobrenombres señora xochitl en algún momento les dijiste a las personas huevonas y hasta te lo aplaude Fox que vive bien por los salarios que percibe aún por haber sido presidente y qué lo que prometio no hizo nada perdón si lo hizo le dio vida de Reyna a su Martitha e hijos mmmmm","0","los valores son importantes no puedes poner sobrenombres señora xochitl en algún momento les dijiste a las personas huevonas y hasta te lo aplaude fox que vive bien por los salarios que percibe aún por haber sido presidente y qué lo que prometio no hizo nada perdón si lo hizo le dio vida de reyna a su martitha e hijos mmmmm","","","",""
"2","unotv","asheyruiz5705","28/04/2024","Por qué nadie habla de Maynez, trae muy buenas propuestas, las candidatas nada más pelean entre ellas y Maynez si está enfocado en las propuestas","4","por qué nadie habla de maynez,trae muy buenas propuestas,las candidatas nada más pelean entre ellas y maynez si está enfocado en las propuestas","","","",""
"2","unotv","josejuanlagunes2520","28/04/2024","Vamos con Claudia, no hay más!!!","25","vamos con claudia,no hay más!!!","","","",""
"2","unotv","josealberto-bx9fl","28/04/2024","Que bueno Claudia que te diste tu lugar y no caer en sus juegos de Xochitl 2:00:45 2:00:52 2:00:56","1","que bueno claudia que te diste tu lugar y no caer en sus juegos de xochitl 2:00:45 2:00:52 2:00:56","","","",""
"2","unotv","angelojeda7069","28/04/2024","UN AUDIO DE LA COCHIL INTERRUMPE AL CANDIDATO DE MC","3","un audio de la xochitl interrumpe al candidato de mc","","","",""
"2","unotv","AzucenaReyes-vg5fm","28/04/2024","Xochitl nomas atacando y ofendiendo como cae mal","11","xochitl nomas atacando y ofendiendo como cae mal","","","",""
"2","unotv","JibranTovar","28/04/2024","Algo que me parece extraño es que aún con todo el repudio que genera la candidata X aún en la encuesta que está en internet sobre los candidatos está arriba del candidato Jorge Maynez se me hace muy extraño pues me encuentro con muchos comentarios que no apoyan ni en lo más mínimo a la candidata X","0","algo que me parece extraño es que aún con todo el repudio que genera la candidata xochitl aún en la encuesta que está en internet sobre los candidatos está arriba del candidato jorge maynez se me hace muy extraño pues me encuentro con muchos comentarios que no apoyan ni en lo más mínimo a la candidata x","","","",""
